learning epoch:  1 ...
preds:  ['Expansion.Instantiation.', 'Temporal.Asynchronous', 'Contingency.Condition', 'Temporal.Asynchronous', 'Repetition', 'Temporal. Asynchronous', 'Comparison.Contrast', 'Contusionance.Construction.Construction.Construction.Construction.Construction.', 'Contingency.', 'Contingency.', 'Repetition', 'Repetition is a repetition for a remittance.', 'Comparison.', 'Comparison.', 'Contingency.', 'Comparison.Contribution']  | target:  ['Expansion.Instantiation', 'Temporal.Asynchronous', 'Contingency.Condition', 'Temporal.Asynchronous', 'Repetition', 'Temporal.Asynchronous', 'Comparison.Contrast', 'Contingency.Condition', 'Contingency.Cause', 'Contingency.Condition', 'Repetition', 'Repetition', 'Comparison.Concession', 'Comparison.Concession', 'Contingency.Condition', 'Comparison.Concession']
preds:  ['Contingency.Condition', 'Contingency.', 'Temporal.Asynchronous', 'Combination.Condition.Condition.Cont.Condition.Condition.Condition.Condition.', 'Contingency.', 'Expansion.Conjunction', 'Contingency.Goal', 'Contingency.Cause', 'Expansion.Restatement', 'Contingency.', 'Contingency.', 'Contingency.Condition.Condition.Condition.', 'Contingency.Goal', 'Comparison.', 'Expansion. Revenities', 'Temporal.Asynchronous']  | target:  ['Contingency.Condition', 'Contingency.Cause', 'Temporal.Asynchronous', 'Contingency.Condition', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Goal', 'Contingency.Cause', 'Expansion.Restatement', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Condition', 'Contingency.Goal', 'Comparison.Contrast', 'Expansion.Restatement', 'Temporal.Asynchronous']
preds:  ['Contingency.Cause.', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Goal', 'Conspiracy.Cause Conspiracy.', 'Contingency.', 'Interrupted', 'Contingency.', 'Contingency.Goal', 'The comparison.Conference.Conculation.Conciety.Conciety.Concious.Conc', 'Temporal.synchronous', 'Contingency.', 'Contingency.Cause', 'Temporal.', 'Repulsion is a virtue. Repulsion is a virtue. Repulsion is a virtue. Repulsion is', 'Repetition is a form of remembrance. Repetition is a form of re']  | target:  ['Contingency.Cause', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Goal', 'Contingency.Cause', 'Contingency.Goal', 'Interrupted', 'Contingency.Condition', 'Contingency.Goal', 'Comparison.Concession', 'Temporal.Asynchronous', 'Contingency.Cause', 'Contingency.Cause', 'Temporal.Asynchronous', 'Repetition', 'Repetition']
preds:  ['Expansion.Alternative', 'Temporal. Asynchronous', 'Contingency.Cause.', 'Temporal.Asynchronous', 'Contingency.Castency.Castency.Castency.Ca', 'Temporal.Asynchronous', 'Comparison. Cupcake. Cupcakes. Cupcakes. Cupcakes. Cupcakes. Cupcakes', 'Contingency.', 'Expansion.Contribution', 'Asynchronous', 'Expansion.Alternative.', 'Temporal. Asynchronous', 'Expansion. Conjunction.', 'Interrupted', 'Rejecting is a retorning exercise. Rejecting is a retor', 'Contingency.Condition']  | target:  ['Expansion.Alternative', 'Temporal.Asynchronous', 'Contingency.Cause', 'Temporal.Asynchronous', 'Contingency.Cause', 'Temporal.Asynchronous', 'Comparison.Concession', 'Contingency.Condition', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Expansion.Alternative', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Interrupted', 'Repetition', 'Contingency.Condition']
preds:  ['Temporal.Asynchronous', 'Contingency.Goal', 'Temporal.', 'Comparison. Conclusion. Conclusion. Conclusion. Conclusion. Conclusion. Conclusion. Conclusion. Conclusion. Conclusion. Conclusion. Conclusion.', 'Contingency.Condition.', 'Comparison.', 'The remission of a referendum is a response to a referendum.', 'Expansion', 'Contingency.', 'Temporal. Synchronic', 'Expiration.', 'Interrupted', 'Comparison.', 'Expansion.Instantiation.', 'Repetition', 'Contingency.']  | target:  ['Temporal.Asynchronous', 'Contingency.Goal', 'Temporal.Asynchronous', 'Comparison.Contrast', 'Contingency.Condition', 'Comparison.Concession', 'Repetition', 'Expansion.Alternative', 'Contingency.Condition', 'Temporal.Synchrony', 'Expansion.Alternative', 'Interrupted', 'Comparison.Concession', 'Expansion.Instantiation', 'Repetition', 'Contingency.Condition']
preds:  ['Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Temporal.Astant.', 'Comparison & Contexts Comparison & Contexts Comparison & Contexts Comparison & Contexts', 'Expansion.Conjunction', 'Temporal. Asynchronous', 'Contingency.Goal', 'Contingency.', '           ', 'Contingency.Condition', 'Expansion.Restatement', 'Comparison.Contribution', 'Comparison.', 'Repetition', 'Comparison. Concession. Concession. Concession. Concession. Concession. Concession. Concession.']  | target:  ['Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Temporal.Asynchronous', 'Comparison.Contrast', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Contingency.Goal', 'Contingency.Cause', 'Temporal.Asynchronous', 'Contingency.Condition', 'Expansion.Restatement', 'Comparison.Concession', 'Comparison.Concession', 'Repetition', 'Comparison.Concession']
preds:  ['Repetition', '           ', '- - - - - - - - - - - -', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency. Cause', 'Contingency.', 'Contingency.', 'Contingency.Cause', 'Temporal.Asynchronous.', 'Contingency.', 'Contingency.', 'Comparison. Comparison.', 'Comparison.', 'Contingency. Cause', 'Expansion.Conjunction']  | target:  ['Repetition', 'Contingency.Cause', 'Contingency.Goal', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Condition', 'Contingency.Cause', 'Contingency.Cause', 'Temporal.Asynchronous', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Concession', 'Comparison.Contrast', 'Contingency.Cause', 'Expansion.Conjunction']
preds:  ['           ', 'Comparison.Cretion.Company.Company.Company.Company.Compan', 'Temporal.', 'Expansion.', 'Contingency.Goal', 'Comparison.Congrat', 'Contingency.Cause', 'Contingency.Cause', '& & & & & & & & & & & &', 'Expansion.Restatement', 'Contingency.Cause', 'Expansion.Alternative.', 'Contingency.Cause', 'Expansion.', 'Contingency. Contingency.', 'Interrupted']  | target:  ['Comparison.Contrast', 'Comparison.Contrast', 'Temporal.Asynchronous', 'Expansion.Restatement', 'Contingency.Goal', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Alternative', 'Expansion.Restatement', 'Contingency.Cause', 'Expansion.Alternative', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Condition', 'Interrupted']
preds:  ['Comparison:Concession', 'Extension.Restatement', 'Contingency. Cause', 'Repetition', 'Temporal.Asynchronous', 'Comparison.Complication.Complication.Complication.Complication.Complication.Complication.Complication.Com', 'Contingency.Condition', 'Expansion.Alternative', 'Comparison. Comparison.', 'Expansion.Convention.', 'Comparison.Contribution.', 'Expansion.Conjunction', 'Expansion.', 'Contingency.Cause.', 'Comparison.', 'Contingency.Cause']  | target:  ['Comparison.Concession', 'Expansion.Restatement', 'Contingency.Cause', 'Repetition', 'Temporal.Asynchronous', 'Comparison.Concession', 'Contingency.Condition', 'Expansion.Alternative', 'Comparison.Concession', 'Expansion.Conjunction', 'Comparison.Concession', 'Expansion.Conjunction', 'Expansion.Restatement', 'Contingency.Cause', 'Comparison.Contrast', 'Contingency.Cause']
preds:  ['Expansion.Restatement', 'Contingency.Condition', 'Contingency.Cause', 'аарните аарнителн а', 'Contingency. Contingance. Contingency. Contingance. Contingency.', 'Contingency.Cause', 'Temporal.', 'Exnial.', 'Contingency.Cause', 'Expansion.Reversement', 'Temporal.Asynchronous.', 'Interrupted', 'Contingency.', 'Contingency.Credency.', 'Expansion.Restatement', 'Expansion.Conjunction']  | target:  ['Expansion.Restatement', 'Contingency.Condition', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Condition', 'Contingency.Cause', 'Temporal.Asynchronous', 'Expansion.Restatement', 'Contingency.Cause', 'Expansion.Restatement', 'Temporal.Asynchronous', 'Interrupted', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Restatement', 'Expansion.Conjunction']
preds:  ['Expansion.Confirmation.Conjunction', 'Expansion.Restatement', '           ', 'Expansion.', 'Expansion.Restatement', 'Contingency.', 'Temporal.Synchrony', 'Interrupted', 'Expansion.Restatement', 'Contingency.Condition', 'Contingency.', 'Experiment.Conjunction', 'Temporal.Astrial.Astrial.', 'Repetition', 'Comparison.', 'Contingency.Goal.']  | target:  ['Expansion.Conjunction', 'Expansion.Restatement', 'Contingency.Cause', 'Expansion.Restatement', 'Expansion.Restatement', 'Contingency.Cause', 'Temporal.Synchrony', 'Interrupted', 'Expansion.Restatement', 'Contingency.Condition', 'Contingency.Goal', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Repetition', 'Comparison.Concession', 'Contingency.Goal']
preds:  ['Contingency.', 'Comparison.', 'Contingency.Cause', 'Contingency.Cause', 'Temporal.Asynchronous.', 'Comparison.Concession', 'Expansion.Conjunction.', 'comparison.', 'Contingency.Goal.........', 'Expansion.Restatement', 'contingency.Cause', 'Expansion.Consertion.Conjunction', 'unconquerable.Conferency.Conferability.Conferency.Conferency.Confer', 'Contalement. Factor. Factor. Factor. Factor. Factor. Factor. Factor', 'Expansion.Conjunction', 'Contingency.Cause']  | target:  ['Contingency.Cause', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Cause', 'Temporal.Asynchronous', 'Comparison.Concession', 'Expansion.Conjunction', 'Comparison.Concession', 'Contingency.Goal', 'Expansion.Restatement', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Condition', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Cause']
preds:  ['Comparison.Concession', 'Contingency.Cause.', 'Comparison.Concession is a term used in arithmetic.', 'Comparison.', 'Contingency.Goal', 'Contingency.Cause', 'Compare. Compare. Comparison. Compare. Compare. Comparison. Comparison. Compare. Compare. Compare. Compare. Comparison.', 'Expansion.Restatement', 'Expansion.', 'Contingency.Cause', 'Contingency.', 'Contingency. Goal.', 'Temporal.', 'Expansion.Conjunction.', 'Contingency.Condition', 'Comparison.Contrast.']  | target:  ['Comparison.Concession', 'Contingency.Cause', 'Comparison.Concession', 'Comparison.Contrast', 'Contingency.Goal', 'Contingency.Cause', 'Comparison.Contrast', 'Expansion.Restatement', 'Expansion.Restatement', 'Contingency.Cause', 'Contingency.Condition', 'Contingency.Goal', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Contingency.Condition', 'Comparison.Contrast']
preds:  ['Temporal.Synchrony', 'Expansion.Restatement.', 'Contingency.Condition', 'Temporal.Synchron', 'Expansion.Restatement', 'Expansion.Restatement', 'Expansion.', 'Comparison.Concession', 'The re-election is a rematch of the re-election of the re-', 'Contingency.', 'Comparison.Convention.', 'Expansion.', 'Expansion.Restatement', 'Contingency.', 'Comparison.Company.Company.Company.Company.Company.Compan', 'Expansion']  | target:  ['Temporal.Synchrony', 'Expansion.Restatement', 'Contingency.Condition', 'Temporal.Synchrony', 'Expansion.Restatement', 'Expansion.Restatement', 'Expansion.Restatement', 'Comparison.Concession', 'Repetition', 'Contingency.Goal', 'Comparison.Concession', 'Expansion.Restatement', 'Expansion.Restatement', 'Contingency.Cause', 'Comparison.Contrast', 'Expansion.Conjunction']
preds:  ['Expansion.', 'Expansion.Restatement', 'Contingency.Condition', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.', 'Contingency.Cause', 'Comparison.', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Goal.Goal.', 'Repetition', 'Comparison.Concession.', 'Contingency.Goal', 'Comparison.']  | target:  ['Expansion.Conjunction', 'Expansion.Restatement', 'Contingency.Condition', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Restatement', 'Contingency.Cause', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Goal', 'Repetition', 'Comparison.Concession', 'Contingency.Goal', 'Comparison.Concession']
preds:  ['Temporal.Asynchronous', 'Expansion.Conjunction', 'Contingency. Contingency', 'Expansion.Restatement', 'Interrupted', 'Comparison. Comparison.', 'Temporal.Asynchronous', 'Expansion.Restatement', 'Contingency.', 'Comparison.', 'Contency.Cause', 'Temporal.', 'Expansion.Construction.Construction.Construction.Construction.Construction.', 'Contingency.', 'Expansion.Resurrection.', 'Tempral.Synchrony.']  | target:  ['Temporal.Asynchronous', 'Expansion.Conjunction', 'Contingency.Condition', 'Expansion.Restatement', 'Interrupted', 'Comparison.Contrast', 'Temporal.Asynchronous', 'Expansion.Restatement', 'Contingency.Cause', 'Comparison.Concession', 'Contingency.Cause', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Restatement', 'Temporal.Synchrony']
preds:  ['Expansion', 'Temporal.Ast.', 'Temporal.', 'Temporal. Asynchronous', 'Expansion.Restatement.', 'a slam a slam a slam a slam', 'Contingency.Carage', 'Interrupted', 'Repetition - Repetition - Repetition - Repetition - Repetition ', 'Contingency.Cause', 'Deficiency.Cause', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Comparison.', 'Temporal.Synchrony.']  | target:  ['Expansion.Conjunction', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Expansion.Restatement', 'Contingency.Goal', 'Contingency.Cause', 'Interrupted', 'Repetition', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Comparison.Contrast', 'Temporal.Synchrony']
preds:  ['Contency.Cause', 'Comparison.Convention', 'Comparison. Comparison. Comparison.', 'Contingency.', 'Comparison.', 'Temporal', 'Contingency.Goal', 'Continency.Cause', 'Temporal.', 'Contingency.', 'Contingency.Cause', 'Expansion.', 'Comparison.', 'Comparison. Comparison.', 'Temporal.Asynchronous.', 'Comparison.']  | target:  ['Contingency.Cause', 'Comparison.Concession', 'Comparison.Concession', 'Contingency.Condition', 'Comparison.Concession', 'Temporal.Asynchronous', 'Contingency.Goal', 'Contingency.Cause', 'Temporal.Asynchronous', 'Contingency.Condition', 'Contingency.Cause', 'Expansion.Conjunction', 'Comparison.Concession', 'Comparison.Concession', 'Temporal.Asynchronous', 'Comparison.Concession']
preds:  ['Contingency.', 'Contingance.Goal', 'Temporal.', 'Contency.Condition', 'Contingency.', 'Expansion.Restatement', 'Repetition', 'Contingency.Cause', 'Temporal.Asynchronous', 'Contingency.', 'Contingusion.Cause.', 'Expansion.Conjunction', 'Contingency.Cause', 'Interrupted', 'Expansion.Construction', 'Expansion.Alternative']  | target:  ['Contingency.Condition', 'Contingency.Goal', 'Temporal.Asynchronous', 'Contingency.Condition', 'Contingency.Cause', 'Expansion.Restatement', 'Repetition', 'Contingency.Cause', 'Temporal.Asynchronous', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Cause', 'Interrupted', 'Expansion.Conjunction', 'Expansion.Alternative']
preds:  ['Contingency.Cause', 'Comparison.', '           ', 'Contingency.Goal', 'Contingency.Cause', 'Expansion.', 'Contingency.Case', 'Contingency.', 'Contingency.Condition', 'Expansion.Conjunction.', 'a resurgence a resurgence a resurgence a resurgence', 'Comparison.', 'Contingency.Cause', 'Expansion.Restatement', 'Contingency.', 'Contingency.']  | target:  ['Contingency.Cause', 'Comparison.Concession', 'Contingency.Goal', 'Contingency.Goal', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Condition', 'Expansion.Conjunction', 'Comparison.Concession', 'Comparison.Contrast', 'Contingency.Cause', 'Expansion.Restatement', 'Contingency.Condition', 'Contingency.Cause']
preds:  ['Expansion.Restatement.', 'Contingency.Condition', 'Contingency.', 'Temporal.Asynchronous', 'Contingency.Cause', 'Contingency.Cause', 'Temporal.Asynchronous', '           ', 'Expansion.', 'Temporal.Astatic', 'Expansion.Restatement', 'Expansion.', 'Expansion.Conjunction', 'Expansion.Convention.Conjunction.', 'Repetition -          ', 'Contingency. Cause']  | target:  ['Expansion.Restatement', 'Contingency.Condition', 'Contingency.Cause', 'Temporal.Asynchronous', 'Contingency.Cause', 'Contingency.Cause', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Expansion.Restatement', 'Temporal.Asynchronous', 'Expansion.Restatement', 'Expansion.Restatement', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Repetition', 'Contingency.Cause']
preds:  ['Contingency.', 'Temporal.Asynchronous.', 'Contingency.', 'Contingency.', 'Contingency.Case', 'Expansion.Restatement.', 'Temporal. Asynchronous.', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.', 'Expansion.Conjunction.', 'Comparison.', 'Reaction:           ', 'Contingency.', 'Contingency.Construction.Construction.Construction.Construction.Construction.', 'Expansion.Instantiation']  | target:  ['Contingency.Goal', 'Temporal.Asynchronous', 'Contingency.Condition', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Restatement', 'Temporal.Asynchronous', 'Contingency.Cause', 'Contingency.Cause', 'Contingency.Condition', 'Expansion.Conjunction', 'Comparison.Concession', 'Repetition', 'Contingency.Cause', 'Contingency.Condition', 'Expansion.Instantiation']
preds:  ['Expansion.Conjunction', 'Extension.Conjunction.', 'Glory........... ', 'Expansion.Restatement', 'Contingency.Condition', 'Extension.Condition.Convention.Convention.', 'Contingency.Goal ||||||||||||||||||', '           ', 'Temporal.Asynchronous.', 'Expansion. Conjunction', 'Contingency.Condition', 'Contingency.Condition', 'Contingency:Condition', 'Expansion.Conjunction.', 'Comparison.', 'Temporal.Asynchronous']  | target:  ['Expansion.Conjunction', 'Expansion.Conjunction', 'Contingency.Goal', 'Expansion.Restatement', 'Contingency.Condition', 'Expansion.Conjunction', 'Contingency.Goal', 'Repetition', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Contingency.Condition', 'Contingency.Condition', 'Contingency.Condition', 'Expansion.Conjunction', 'Comparison.Concession', 'Temporal.Asynchronous']
preds:  ['Expansion. Instantiation', 'Contingency.Cause', 'Repetition -LRB- http://www.repetition.org/repetition.php', 'Contingency.', 'Expansion.Conjunction', 'Temporal.Atrial.Atrial.', 'Repetition', 'Contingency.Condition.', 'Repulsion', 'Contingency.', 'Expansion. Restorement', 'Temporal.Asynchronous', 'comparison.Consulation', 'Temporal..Asynchronous.', 'Contour. Contingency.Condition', 'The repulsion of the repulsion of the repulsion of the repulsion of the repulsion']  | target:  ['Expansion.Instantiation', 'Contingency.Cause', 'Repetition', 'Contingency.Cause', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Repetition', 'Contingency.Condition', 'Repetition', 'Contingency.Cause', 'Expansion.Restatement', 'Temporal.Asynchronous', 'Comparison.Concession', 'Temporal.Asynchronous', 'Contingency.Condition', 'Repetition']
preds:  ['Comparison. Comparison.', '           ', 'Contingency.Cause', 'Contingency.', 'Comparison. Comparison. Concession.', 'Temporal.Synchrony', 'Contingency.Cause', 'Contingency.Condition', 'Contingency', 'Expansion.Convention Expansion', 'Contingency.', 'Expansion.Conjunction', 'Temporal. Synchrony', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Cause']  | target:  ['Comparison.Concession', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Concession', 'Temporal.Synchrony', 'Contingency.Cause', 'Contingency.Condition', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Condition', 'Expansion.Conjunction', 'Temporal.Synchrony', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Cause']
preds:  ['Repetition is a re-examination.', 'Contingency.Goal', 'Expansion.Restatement', 'Expansion.Conjunction', 'Comparison.Conversation. Comparison.Conversation. Comparison.Conversation.Conversation.Convers', 'Comparison.', 'Expansion.Instantiation', 'Temporal.Asynchronous', 'Expansion.Instantiation', 'Temporal. Asynchronous', 'Expansion.Instantiation', 'Expansion.Contribution', 'Temporal.Astrial.', 'Contingency.', 'Comparison. Comparison.Concession', 'Temporal.Asynchronous']  | target:  ['Repetition', 'Contingency.Goal', 'Expansion.Restatement', 'Expansion.Conjunction', 'Comparison.Concession', 'Comparison.Concession', 'Expansion.Instantiation', 'Temporal.Asynchronous', 'Expansion.Instantiation', 'Temporal.Asynchronous', 'Expansion.Instantiation', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Contingency.Condition', 'Comparison.Concession', 'Temporal.Asynchronous']
preds:  ['Contingency.Cause', 'Expansion.Restatement', 'Contingency.Cause', 'Comparison.', 'Temporary.Asynchronous.', 'Expansion.Alternative', 'Expansion.Restatement', 'Expansion.Restatement', 'Contingency.', 'Expansion.', 'Contingency.', 'Comparison.Contribution', 'Contingency.Cause', 'Temporal.Synchrony', 'Contingency.Conscription.', 'Comparison.Concession']  | target:  ['Contingency.Cause', 'Expansion.Restatement', 'Contingency.Cause', 'Comparison.Contrast', 'Temporal.Asynchronous', 'Expansion.Alternative', 'Expansion.Restatement', 'Expansion.Restatement', 'Contingency.Cause', 'Expansion.Alternative', 'Contingency.Cause', 'Comparison.Concession', 'Contingency.Cause', 'Temporal.Synchrony', 'Contingency.Condition', 'Comparison.Concession']
preds:  ['           ', 'Contingency.Condition', 'Comparison.', 'Contingency.Cause', 'Temporal.Asynchronous.', 'Comparison.tribution', 'Repetition Repetition', 'Expansion.', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Rejectition', "It is a matter of fact that it's a matter of fact that it's a matter of", 'Comparison.Convention.', 'Repetition', 'Contingency.Cause', 'Temporal.Asynchronous']  | target:  ['Temporal.Asynchronous', 'Contingency.Condition', 'Comparison.Concession', 'Contingency.Cause', 'Temporal.Asynchronous', 'Comparison.Concession', 'Repetition', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Repetition', 'Contingency.Cause', 'Comparison.Concession', 'Repetition', 'Contingency.Cause', 'Temporal.Asynchronous']
preds:  ['A comparison to each other.', 'Contingency.Goal', 'Expansion.', 'Temporal. Synchrony.', 'Contingency.', 'Comparison.Contratie.Contratie.', 'Contingency.Condition', 'Contingency.Cause', 'Expansion.Conjunction Expansion.Conjunction', 'Contency. Contency. Contency. Contency. Contency. Contency. Contency. Contency.', 'Contingency.Goal', 'Contingency.Condition', 'Expansion.Conjunction', 'Expansion.Conscription', 'Contingency.Cause', 'The vote is a vote of ours. The vote is a vote of ours.']  | target:  ['Comparison.Concession', 'Contingency.Goal', 'Expansion.Restatement', 'Temporal.Synchrony', 'Contingency.Cause', 'Comparison.Contrast', 'Contingency.Condition', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Condition', 'Contingency.Goal', 'Contingency.Condition', 'Expansion.Conjunction', 'Expansion.Conjunction', 'Contingency.Cause', 'Repetition']
preds:  ['Comparison.Compare.Compare.Compare.Compare.Compare.Compar', 'Repetition', 'Temporal.Asynchronous', 'Temporal.Synchrony', 'Contingency.Condition', 'Comparison.', 'Comparison.', 'Temporral.Asynchronous', 'Expansion.Restatement', '..,..,......', 'Contendingency.Cause', 'Expansion.Restatement', 'Temporal.Asynchronous', 'Contingency.Cause', 'Repetition', 'Expansion.Alternative']  | target:  ['Comparison.Contrast', 'Repetition', 'Temporal.Asynchronous', 'Temporal.Synchrony', 'Contingency.Condition', 'Comparison.Contrast', 'Comparison.Concession', 'Temporal.Asynchronous', 'Expansion.Restatement', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Restatement', 'Temporal.Asynchronous', 'Contingency.Cause', 'Repetition', 'Expansion.Alternative']
preds:  ['Temporal.Synchrony', 'Expansion.Conjunction Expansion', 'Contingency.', 'Expansion.Conjunction.', 'Repetition was rescheduled', 'Repetition', 'Recommendance', 'Contingency.Cause', 'Temporal. Asynchronous.', 'Temporal. Asynchronous.', 'Contingency.Cause', 'Repetition', 'Contingency.Cause', 'Repetition', 'Reappearance of Repetition', 'Comparison.']  | target:  ['Temporal.Synchrony', 'Expansion.Conjunction', 'Contingency.Cause', 'Expansion.Conjunction', 'Repetition', 'Repetition', 'Repetition', 'Contingency.Cause', 'Temporal.Asynchronous', 'Temporal.Asynchronous', 'Contingency.Cause', 'Repetition', 'Contingency.Cause', 'Repetition', 'Repetition', 'Comparison.Contrast']
preds:  ['Contingency.', 'Temporal.Synchrony', 'Contingency.Cause', 'Temporary.Astrial.', 'Contaency.Cause', 'Expansion.Restatement', 'Temporal. Synchony', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Contingency.Condition', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Alternative', 'Contingency.', 'Expansion.Restatement', 'Temporal.Assignment']  | target:  ['Contingency.Cause', 'Temporal.Synchrony', 'Contingency.Cause', 'Temporal.Asynchronous', 'Contingency.Cause', 'Expansion.Restatement', 'Temporal.Synchrony', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Contingency.Condition', 'Contingency.Cause', 'Contingency.Cause', 'Expansion.Alternative', 'Contingency.Cause', 'Expansion.Restatement', 'Temporal.Asynchronous']
preds:  ['Contingency.God', 'Expansion.', 'Contance.Case', 'Expansion.Conjunction', 'Contingency.', 'Consistency.Cause', 'Contingency. Celebrity. Celebrity. Celebrity. Celebrity. Celebrity. Celebrity. Celebrity', 'Comparison.Contrast', 'Continguency.Goal', 'Contingency.', 'Comparison.Contrast.Comtation.Contrast.Comtrast.Comtrast.Comt', 'Temporal.Astrial.', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Contingency.Condition', 'Comparison.']  | target:  ['Contingency.Goal', 'Expansion.Restatement', 'Contingency.Cause', 'Expansion.Conjunction', 'Contingency.Condition', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Contrast', 'Contingency.Goal', 'Contingency.Cause', 'Comparison.Contrast', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Temporal.Asynchronous', 'Contingency.Condition', 'Comparison.Concession']
preds:  ['Expansion.Conjunction', 'Expansion.', 'Contingency.', 'Temporal.Asynchronous', 'Comparison.Conference.', 'Contingness.', 'Contingency.', 'Contingency.', 'Contingency.Cause', 'Comparison.', 'Repetition was a motion for a resolution to the United States Supreme Court and a motion for a', 'Interrupted', 'Comparison.', 'Temporal.Asynchronous', 'Resolved', 'Comparison.']  | target:  ['Expansion.Conjunction', 'Expansion.Conjunction', 'Contingency.Condition', 'Temporal.Asynchronous', 'Comparison.Concession', 'Contingency.Cause', 'Contingency.Condition', 'Contingency.Goal', 'Contingency.Cause', 'Comparison.Concession', 'Repetition', 'Interrupted', 'Comparison.Concession', 'Temporal.Asynchronous', 'Repetition', 'Comparison.Contrast']
preds:  ['Comparison.', 'Contingency.Cause', 'Temporal.Asynchronous', 'Comparison.Condition.', 'Temporal.Asynchronous.', 'Expansion.Conjunction', 'Contingency.Cause', 'The vote is a retiration of the votes. The vote is a retiration', 'Contingency.Cause', 'Expansion.Restatement', 'Expansion.Alternative.', 'Contingency.Cause', 'Contingency.Cause', 'Comparison. Comparison. Simulation. Comparison. Simulation. Comparison. Simulation. Comparison. Simulation. Simulation. Comparison. Simulation.', 'Contingency.Goal', 'Comparison.Convention.']  | target:  ['Comparison.Concession', 'Contingency.Cause', 'Temporal.Asynchronous', 'Comparison.Concession', 'Temporal.Asynchronous', 'Expansion.Conjunction', 'Contingency.Cause', 'Repetition', 'Contingency.Cause', 'Expansion.Restatement', 'Expansion.Alternative', 'Contingency.Cause', 'Contingency.Cause', 'Comparison.Concession', 'Contingency.Goal', 'Comparison.Concession']
