learning epoch:  1 ...
preds:  ['e', 'e', 'progression of', '-', 'joint ', 'enablement', 'e', 'e', 'enablement', 'is ', 'e', 'joint venture', 'e', 'b', 'b', 'e']  | target:  ['elab-addition', 'elab-addition', 'progression', 'manner-means', 'joint', 'enablement', 'elab-addition', 'elab-addition', 'enablement', 'attribution', 'elab-addition', 'joint', 'elab-addition', 'bg-general', 'bg-general', 'elab-addition']
preds:  ['e', ',', 'e', 'e', 'e', 'enablement', 'e', 'e', 'e', 'b', 'joint venture', 'joint', 'progressions', 'evaluation', 'joint:', 'a']  | target:  ['elab-addition', 'joint', 'elab-aspect', 'elab-addition', 'elab-addition', 'enablement', 'elab-addition', 'elab-enumember', 'elab-addition', 'bg-goal', 'joint', 'joint', 'progression', 'evaluation', 'joint', 'attribution']
preds:  ['temporal', 'e', 'results are', 'exp-', 'G-', 'a', 'co-', 'enablement', 'e', 'b', 'relative ', 'e', 'joint,', 'a', 'evaluation of', 'joint-']  | target:  ['temporal', 'elab-addition', 'result', 'exp-reason', 'bg-goal', 'joint', 'joint', 'enablement', 'elab-process_step', 'bg-general', 'attribution', 'elab-addition', 'joint', 'progression', 'evaluation', 'joint']
preds:  ['joint', 'b', 'the result', 'enablement', 'b', 'enablement', 'b', 'e', 'a', 't', 'b', 'e', 'e', 'joint joint', 'Allowance', 'enablement']  | target:  ['joint', 'bg-general', 'result', 'enablement', 'bg-goal', 'enablement', 'bg-general', 'elab-addition', 'result', 'joint', 'bg-general', 'elab-addition', 'elab-addition', 'joint', 'enablement', 'enablement']
preds:  ['joints', 'e', 'e', 'enablement', 'temporal', 'e', 'e', 'e', 'e', 'e', 'joint-', 'evaluation of', 'e', 'e', 'e', 'e']  | target:  ['joint', 'elab-addition', 'elab-addition', 'enablement', 'temporal', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-addition', 'joint', 'evaluation', 'elab-addition', 'elab-addition', 'elab-aspect', 'elab-addition']
preds:  ['-', 'co-', 'b', 'e', 'compare to', 'e', 'e', 'b', '', 'attribution', 's', 'b', 'e', 'attribution', 'mitiga', '-']  | target:  ['bg-general', 'joint', 'bg-general', 'elab-addition', 'comparison', 'elab-addition', 'elab-addition', 'bg-general', 'joint', 'attribution', 'joint', 'bg-general', 'elab-process_step', 'attribution', 'joint', 'elab-addition']
preds:  ['onward', 'b', 'e', 'b', 'e', 'is the', 'exp-', '-', 'e', 'e', 'evaluation of', 'e', 'e', 'e', 'evaluation', 'b']  | target:  ['enablement', 'bg-general', 'elab-addition', 'bg-general', 'elab-addition', 'attribution', 'exp-reason', 'evaluation', 'elab-addition', 'elab-addition', 'evaluation', 'elab-addition', 'elab-addition', 'elab-addition', 'evaluation', 'bg-general']
preds:  ['e', 'evaluation of', 'e', 'is ', 'enablement', 'enablement', 'a', 'b', 'e', 'joint venture', 'b', 'results ', 'enablement', 'e', 'b', 'enablement']  | target:  ['elab-addition', 'evaluation', 'elab-addition', 'evaluation', 'enablement', 'enablement', 'result', 'bg-general', 'elab-addition', 'joint', 'bg-general', 'result', 'enablement', 'elab-addition', 'bg-general', 'enablement']
preds:  ['joint', 'e', 'b', 'e', 'e', 'e', 'b', 'joint venture', 'coa', '', 'b', 'e', 'exp-', ',', 'e', 'e']  | target:  ['joint', 'elab-enumember', 'bg-general', 'elab-addition', 'elab-addition', 'elab-process_step', 'bg-general', 'joint', 'joint', 'attribution', 'bg-general', 'elab-addition', 'exp-reason', 'joint', 'elab-addition', 'elab-addition']
preds:  ['e', 'evaluation', 'b', 'e', 'e', 'evaluation', 'joint venture', 'e', 'e', 'progression of', 'e', 'enablement', 'a', 'e', 'joint,', 'e']  | target:  ['elab-addition', 'evaluation', 'bg-general', 'elab-aspect', 'elab-addition', 'evaluation', 'joint', 'elab-addition', 'elab-addition', 'progression', 'elab-addition', 'enablement', 'attribution', 'elab-addition', 'joint', 'elab-addition']
preds:  ['is ', 'b', 'enablement', 'a', 'e', 'exp-', 'evaluation of', 'b', 'co-', 'comparison of', 'e', 'joint', 'exp-', 'b', 'e', 'joint']  | target:  ['attribution', 'bg-general', 'enablement', 'attribution', 'elab-addition', 'exp-evidence', 'evaluation', 'bg-general', 'joint', 'comparison', 'elab-addition', 'joint', 'exp-reason', 'bg-goal', 'elab-addition', 'joint']
preds:  ['enablement', 'e', 'enablement', 'joint joint', 'joint joint', 'e', '-', 'b', 'e', 'e', '.', 'e', 'joint venture', 'evaluation', 'b', 'b']  | target:  ['enablement', 'elab-addition', 'enablement', 'joint', 'joint', 'elab-addition', 'elab-addition', 'bg-goal', 'elab-addition', 'elab-addition', 'summary', 'elab-aspect', 'joint', 'evaluation', 'bg-general', 'bg-general']
preds:  ['e', 'b', 'manner-', 'e', 'commons', 'joint', 'e', 'joint', 'evaluations', 'e', 'b', 'e', 'e', 'e', 'b', 'e']  | target:  ['elab-process_step', 'bg-goal', 'manner-means', 'elab-addition', 'joint', 'joint', 'elab-process_step', 'joint', 'evaluation', 'elab-addition', 'bg-general', 'elab-addition', 'elab-addition', 'elab-addition', 'bg-general', 'elab-addition']
preds:  ['a', 'e', ',', 'joint ', 'y', 'enablement', 'joint joint', 'joint ', 'joint joint', 'a', 'e', '', 'is the', 'b', 'exp-', 'e']  | target:  ['cause', 'elab-addition', 'joint', 'joint', 'joint', 'enablement', 'joint', 'joint', 'joint', 'evaluation', 'elab-addition', 'attribution', 'attribution', 'bg-general', 'exp-reason', 'elab-addition']
preds:  ['enable', 'e', 'e', 'co-', 'exploitation', 'b', 'joint ', 'ROOT', 'joint joint', 'e', 'e', 'e', 'attribute ', 'joint', 'e', 'progression of']  | target:  ['enablement', 'elab-addition', 'elab-addition', 'joint', 'enablement', 'bg-general', 'joint', 'ROOT', 'joint', 'elab-addition', 'elab-addition', 'elab-addition', 'attribution', 'joint', 'elab-addition', 'progression']
preds:  ['evaluation of', 'enablement', 'manner-', 'e', 'enablement', 'e', 'e', 'comparison of', '', '-', 'a', 'joint', 'b', 'b', 'e', 'e']  | target:  ['evaluation', 'enablement', 'manner-means', 'elab-addition', 'enablement', 'elab-aspect', 'elab-addition', 'comparison', 'joint', 'manner-means', 'contrast', 'joint', 'bg-general', 'bg-general', 'elab-addition', 'elab-addition']
preds:  ['joint joint', 'a', 'Joint Joint', 'e', 'a', 'b', 'joint', 'e', 'evaluation of', 'b', 'e', '-', 'e', 'enablement', 'e', 'evaluation of']  | target:  ['joint', 'enablement', 'joint', 'elab-aspect', 'attribution', 'bg-general', 'joint', 'elab-addition', 'evaluation', 'bg-general', 'elab-addition', 'manner-means', 'elab-addition', 'enablement', 'elab-addition', 'evaluation']
preds:  ['e', 'manner-', 'e', 'e', 'ID ', 'the ', 'e', 'e', '-', 'e', 'e', 'e', 'joint joint', 'joint', 'e', 'enables']  | target:  ['elab-enumember', 'manner-means', 'elab-addition', 'elab-process_step', 'attribution', 'result', 'enablement', 'elab-addition', 'joint', 'elab-addition', 'elab-addition', 'elab-enumember', 'joint', 'joint', 'elab-addition', 'enablement']
preds:  ['e', 'e', 'e', 'e', 'e', 'b', 'e', 'b', 'e', 'b', 'e', 't', 'Whether', 'e', 'e', 'attribution']  | target:  ['elab-addition', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-addition', 'bg-general', 'elab-addition', 'bg-general', 'elab-addition', 'bg-compare', 'elab-addition', 'joint', 'joint', 'elab-addition', 'elab-addition', 'attribution']
preds:  ['e', 'e', 'e', 'enablement', 'gemeinsame', 'evaluation', 'joint ', 'enablement', 'e', 'e', 'b', 'b', 'enablement', 'enablement', 'b', 'temporal']  | target:  ['elab-addition', 'elab-addition', 'elab-addition', 'enablement', 'joint', 'evaluation', 'joint', 'enablement', 'elab-addition', 'elab-enumember', 'bg-goal', 'bg-general', 'enablement', 'enablement', 'bg-general', 'temporal']
preds:  ['joint venture', 'a']  | target:  ['joint', 'evaluation']
preds:  ['b', 'e', 'e', 'e', 'b', 'manner-', 'e', 'attribution', 'evaluation', 'e', 'enablement', 'manner-', 'e', 'manner-', 'e', 'enablement']  | target:  ['bg-general', 'elab-addition', 'elab-addition', 'elab-addition', 'bg-general', 'manner-means', 'elab-addition', 'attribution', 'evaluation', 'elab-addition', 'enablement', 'manner-means', 'elab-addition', 'manner-means', 'elab-addition', 'enablement']
preds:  ['e', 'e', 'e', 'joint', 'evaluation', 'b', 'e', 'temporal', 'e', 'joint', 'e', 'e', 'results in', 'b', 'e', 'e']  | target:  ['elab-aspect', 'elab-aspect', 'elab-addition', 'joint', 'evaluation', 'bg-general', 'elab-addition', 'temporal', 'elab-addition', 'joint', 'elab-addition', 'elab-addition', 'result', 'bg-goal', 'elab-addition', 'elab-addition']
preds:  ['enablement', 'e', 'progression of', 'b', 'enablement', 'e', 'joint', 'e', 'enablement', 'attribution', 'evaluation', 'joint', 'e', 'joint', 'results in', 'b']  | target:  ['enablement', 'elab-addition', 'progression', 'bg-general', 'enablement', 'elab-addition', 'joint', 'elab-addition', 'enablement', 'attribution', 'evaluation', 'joint', 'elab-addition', 'joint', 'result', 'bg-general']
preds:  ['e', 'e', 'enablement', 'e', 'b', 'e', 'e', 'contrasts', 'results in', 'b', 'e', 'e', 'enablement', 'e', 'e', 'attribution']  | target:  ['elab-addition', 'elab-addition', 'enablement', 'elab-addition', 'bg-general', 'elab-addition', 'elab-addition', 'contrast', 'result', 'bg-general', 'elab-process_step', 'elab-process_step', 'enablement', 'elab-process_step', 'elab-addition', 'attribution']
preds:  ['evaluation', 'b', 'e', 'b', 'manner-', 'e', 'enablement', 'e', 'enablement', 'enablement', 'e', 'enablement', 'attribution', 'evaluation', 'b', 'joint']  | target:  ['evaluation', 'bg-general', 'elab-addition', 'bg-general', 'manner-means', 'elab-process_step', 'enablement', 'elab-process_step', 'enablement', 'enablement', 'elab-process_step', 'enablement', 'attribution', 'evaluation', 'bg-general', 'joint']
preds:  ['e', 'e', 'b', 'b', 'e', 'joint', 'joint', 'joint', 'joint', 'e', 'b', 'e', 'e', 'e', 'e', 'e']  | target:  ['elab-addition', 'elab-addition', 'bg-general', 'bg-general', 'elab-addition', 'joint', 'joint', 'joint', 'joint', 'elab-addition', 'bg-general', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-addition']
preds:  ['results in', 'joint', 'joint', 'b', 'e', 'enablement', 'manner-', 'e', 'e', 'e', 'enablement', 'attribution', 'evaluation', 'b', 'e', 'e']  | target:  ['result', 'joint', 'joint', 'bg-general', 'elab-addition', 'enablement', 'manner-means', 'elab-addition', 'elab-process_step', 'elab-process_step', 'enablement', 'attribution', 'evaluation', 'bg-general', 'elab-addition', 'elab-addition']
preds:  ['e', 'e', 'e', 'attribution', 'evaluation', 'e', 'attribution', 'evaluation', 'b', 'e', 'e', 'e', 'enablement', 'attribution', 'evaluation', 'results in']  | target:  ['elab-addition', 'elab-addition', 'elab-enumember', 'attribution', 'evaluation', 'elab-enumember', 'attribution', 'evaluation', 'bg-general', 'elab-enumember', 'elab-addition', 'elab-enumember', 'enablement', 'attribution', 'evaluation', 'result']
preds:  ['enablement', 'comparison of', 'e', 'e', 'joint', 'attribution', 'evaluation', 'e', 'e', 'e', 'e', 'a', 'joint', 'e', 'e', 'joint']  | target:  ['enablement', 'comparison', 'elab-addition', 'elab-addition', 'joint', 'attribution', 'evaluation', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-addition', 'cause', 'joint', 'elab-addition', 'elab-addition', 'joint']
preds:  ['e', 'enablement', 'e', 'e', 'joint', 'e', 'enablement', 'e', 'e', 'enablement', 'b', 'e', 'e', 'e', 'b', 'b']  | target:  ['elab-addition', 'enablement', 'elab-aspect', 'elab-aspect', 'joint', 'elab-aspect', 'enablement', 'elab-addition', 'elab-aspect', 'enablement', 'bg-general', 'elab-addition', 'elab-addition', 'elab-addition', 'bg-general', 'bg-general']
preds:  ['b', 'joint', 'b', 'e', 'e', 'e', 'e', 'e', 'manner-', 'enablement', 'e', 'progression of', 'evaluation', 'e', 'joint', 'b']  | target:  ['bg-general', 'joint', 'bg-general', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-addition', 'manner-means', 'enablement', 'elab-addition', 'progression', 'evaluation', 'elab-addition', 'joint', 'bg-general']
preds:  ['progression of', 'e', 'joint', 'enablement', 'b', 'e', 'e', 'enablement', 'joint', 'enablement', 'joint', 'enablement', 'attribution', 'temporal', 'evaluation', 'joint']  | target:  ['progression', 'elab-addition', 'joint', 'enablement', 'bg-general', 'elab-addition', 'elab-addition', 'enablement', 'joint', 'enablement', 'joint', 'enablement', 'attribution', 'temporal', 'evaluation', 'joint']
preds:  ['e', 'b', 'b', 'e', 'e', 'progression of', 'e', 'e', 'e', 'joint', 'a', 'e', 'enablement', 'enablement', 'enablement', 'enablement']  | target:  ['elab-addition', 'bg-general', 'bg-general', 'elab-addition', 'elab-addition', 'progression', 'elab-addition', 'elab-addition', 'elab-addition', 'joint', 'cause', 'elab-addition', 'enablement', 'enablement', 'enablement', 'enablement']
preds:  ['joint', 'attribution', 'evaluation', 'b', 'e', 'e', 'b', 'e', 'b', 'joint', 'e', 'attribution', 'evaluation', 'temporal', 'comparison of', 'e']  | target:  ['joint', 'attribution', 'evaluation', 'bg-general', 'elab-addition', 'elab-addition', 'bg-general', 'elab-addition', 'bg-general', 'joint', 'elab-addition', 'attribution', 'evaluation', 'temporal', 'comparison', 'elab-addition']
preds:  ['b', 'e', 'e', 'e', 'e', 'joint', 'joint', 'joint', 'e', 'enablement', 'e', 'attribution', 'manner-', 'evaluation', 'b', 'e']  | target:  ['bg-goal', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-process_step', 'joint', 'joint', 'joint', 'elab-addition', 'enablement', 'elab-addition', 'attribution', 'manner-means', 'evaluation', 'bg-general', 'elab-addition']
preds:  ['e', 'e', 'manner-', 'e', 'attribution', 'e', 'joint', 'joint', 'attribution', 'joint', 'e', 'joint', 'b', 'e', 'enablement', 'joint']  | target:  ['elab-addition', 'elab-addition', 'manner-means', 'elab-enumember', 'attribution', 'elab-addition', 'joint', 'joint', 'attribution', 'joint', 'elab-addition', 'joint', 'bg-general', 'elab-aspect', 'enablement', 'joint']
preds:  ['e', 'e', 'b', 'e', 'exp-', 'e', 'e', 'evaluation', 'b', 'results in', 'e', 'joint', 'joint', 'enablement', 'attribution', 'evaluation']  | target:  ['elab-addition', 'elab-addition', 'bg-general', 'elab-aspect', 'exp-reason', 'elab-aspect', 'elab-addition', 'evaluation', 'bg-goal', 'result', 'elab-addition', 'joint', 'joint', 'enablement', 'attribution', 'evaluation']
preds:  ['temporal', 'e', 'joint', 'joint', 'comparison of', 'joint', 'e', 'e', 'joint']  | target:  ['temporal', 'elab-enumember', 'joint', 'joint', 'comparison', 'joint', 'elab-addition', 'elab-addition', 'joint']
val_loss: 2.5693 val_acc: 0.3816 mismatch: 134146 complete_mismatch: 2821829
Epoch 17: Best val_acc: 0.3816
Epoch 17: train_loss: 3.2349 train_acc: 0.1556 | val_loss: 2.5693 val_acc: 0.3816
00:01:17.35
learning epoch:  18 ...
preds:  ['e', 'condition', 'e', 'b', 'b', 'e', 'a', 'enablement', 'e', '', 'a', 'b', 'e', 'e', 'joint venture', 'e']  | target:  ['elab-addition', 'condition', 'elab-addition', 'bg-general', 'bg-goal', 'elab-addition', 'attribution', 'enablement', 'elab-addition', 'attribution', 'enablement', 'bg-general', 'elab-addition', 'elab-addition', 'joint', 'elab-addition']
preds:  ['enablement', 'e', 'a', 'enablement', 'e', 'enabler', 'joint joint', 'evaluations', 'jointness', 'joint joint', 'e', '-', 'b', 'b', 'e', 'a']  | target:  ['enablement', 'elab-addition', 'attribution', 'enablement', 'elab-addition', 'enablement', 'joint', 'evaluation', 'joint', 'joint', 'elab-addition', 'joint', 'bg-general', 'bg-general', 'elab-addition', 'contrast']
preds:  ['e', 'exp-', 'e', 'joint ', 'evaluations', '-', 'e', 'contrast ', 'evaluations', 'e', 'e', 'with ', 'evaluation', 'enablement', 'Allowance', 'e']  | target:  ['elab-addition', 'exp-reason', 'elab-addition', 'joint', 'evaluation', 'bg-goal', 'elab-addition', 'contrast', 'evaluation', 'elab-addition', 'elab-addition', 'joint', 'evaluation', 'enablement', 'enablement', 'elab-addition']
preds:  ['attribution', 'comparison of', 'e', 'e', 'joint', 'conect', 'enablement', 'e', 'joint', 'b', 'e', 'evaluation', 'e', 'e', 'b', 'progression']  | target:  ['attribution', 'comparison', 'elab-addition', 'elab-addition', 'joint', 'joint', 'enablement', 'elab-enumember', 'joint', 'bg-general', 'elab-addition', 'evaluation', 'elab-aspect', 'elab-addition', 'bg-general', 'progression']
preds:  ['b', 'e', 'joint ', 'e', 'joint joint', 'e', 'e', 'e', 'b', 'evaluation of', '', 'e', 'o', 'e', 'joint venture', 'e']  | target:  ['bg-goal', 'elab-addition', 'joint', 'elab-addition', 'joint', 'elab-addition', 'elab-addition', 'elab-addition', 'bg-general', 'evaluation', 'attribution', 'elab-process_step', 'temporal', 'elab-addition', 'joint', 'enablement']
preds:  ['b', 'comparisons', 'e', 'e', 'attribution', 'a', '-', 'manner-', 'e', 'attribution', 'joint venture', 'evaluation of', ',', 'e', 'e', 'e']  | target:  ['bg-general', 'comparison', 'elab-addition', 'elab-aspect', 'attribution', 'evaluation', 'joint', 'manner-means', 'elab-addition', 'attribution', 'joint', 'evaluation', 'contrast', 'elab-addition', 'elab-addition', 'elab-addition']
preds:  ['e', 'enablement', 'e', 'compared', 'joint', 'evaluation of', 'b', 'enablement', 'enablement', 'enablement', 'comparison of', 'o', 'joint ', 'i', 'b', 'e']  | target:  ['elab-addition', 'enablement', 'elab-addition', 'comparison', 'joint', 'evaluation', 'bg-goal', 'enablement', 'enablement', 'enablement', 'comparison', 'joint', 'joint', 'result', 'bg-general', 'elab-addition']
preds:  ['e', 'joint', 'e', 'joint ', 'enablement', 'enablement', 'Joint joint', 'joint ', 'e', 'e', 'e', 'evaluation of', 'b', 'b', 'b', 'b']  | target:  ['elab-addition', 'joint', 'elab-addition', 'joint', 'enablement', 'enablement', 'joint', 'joint', 'elab-process_step', 'elab-process_step', 'elab-addition', 'evaluation', 'bg-general', 'bg-general', 'bg-general', 'bg-general']
preds:  ['e', 'e', 'e', 'a', 'b', 'is ', 'joint', 'e', 'joint', 'the result', 'joint joint', 'joint', 'joint of', 'enabler', 'e', 'exp-']  | target:  ['elab-addition', 'elab-addition', 'elab-addition', 'contrast', 'bg-goal', 'evaluation', 'joint', 'elab-addition', 'joint', 'result', 'joint', 'joint', 'joint', 'enablement', 'elab-addition', 'exp-reason']
preds:  ['e', 'i', 'y', 'e', 'b', 'e', 'enablement', 'a', 'b', 'e', 'e', 'enablement', '-', 'evaluations', 'evaluations', 'b']  | target:  ['elab-process_step', 'evaluation', 'joint', 'elab-addition', 'bg-compare', 'elab-addition', 'enablement', 'attribution', 'bg-general', 'elab-aspect', 'elab-addition', 'enablement', 'result', 'evaluation', 'evaluation', 'bg-general']
preds:  ['joints joint', 'e', 'evaluation of', 'g', 'joint', 'joint', 'joint', ',', 'joint surgery', 'enablement', 'joint is', 'b', 'enablement', 'joint', ',', 'enablement']  | target:  ['joint', 'elab-addition', 'evaluation', 'bg-general', 'joint', 'joint', 'joint', 'comparison', 'joint', 'enablement', 'joint', 'bg-general', 'enablement', 'joint', 'result', 'enablement']
preds:  ['e', '$5.', 'e', 'b', ',', 'e', 'e', 'e', 'is ', 'joint joint', 'to the', 'enablement', '-', 'e', 'evaluations', 'b']  | target:  ['elab-addition', 'attribution', 'elab-addition', 'bg-general', 'progression', 'elab-addition', 'elab-addition', 'elab-addition', 'attribution', 'joint', 'joint', 'enablement', 'bg-general', 'elab-addition', 'evaluation', 'bg-general']
preds:  ['Joint:', 'e', 'joint joint', 'b', 'joint ', 'joint ', 're', 'e', 'is the', ':', 'joint', '-', 'e', 'enablement', 'technology', 'e']  | target:  ['joint', 'elab-addition', 'joint', 'bg-general', 'joint', 'joint', 'progression', 'elab-addition', 'attribution', 'joint', 'joint', 'manner-means', 'elab-addition', 'enablement', 'enablement', 'elab-addition']
preds:  ['enablement', 'joint joint', 'joint', 'joint venture', 'joint venture', 'joint ', 'joints are', 'progression of', 'e', 'manner-', 'is ', 'attribution', 'e', 'joint ', 'temporal', 'in the']  | target:  ['enablement', 'joint', 'joint', 'joint', 'joint', 'joint', 'joint', 'progression', 'elab-addition', 'manner-means', 'attribution', 'attribution', 'elab-addition', 'joint', 'temporal', 'contrast']
preds:  ['evaluations', 'e', 'e', 'e', 'a', 'e', 'in ', 'evaluation of', 'e', 'co-', 'e', 'e', 'joint-', 'e', 'general', 'progression']  | target:  ['evaluation', 'elab-addition', 'elab-addition', 'elab-addition', 'attribution', 'elab-addition', 'joint', 'evaluation', 'elab-process_step', 'joint', 'elab-addition', 'elab-process_step', 'joint', 'elab-addition', 'bg-general', 'progression']
preds:  ['e', 'e', 'BG', 'e', 'is ', 'joint health', 'e', 'e', 'b', 'contrast ', '-', 'e', 'e', 'exp-', 'joint would', 'joint']  | target:  ['elab-addition', 'elab-addition', 'bg-general', 'elab-addition', 'attribution', 'joint', 'elab-addition', 'elab-addition', 'bg-goal', 'contrast', 'elab-addition', 'elab-addition', 'elab-addition', 'exp-reason', 'joint', 'joint']
preds:  ['e', 'e', 'e', 'comparison of', 'a', 'contrasts', 'e', 'b', 'e', 'joint joint', 'b', 'e', 'joint joint', 'e', 'enabling', 'e']  | target:  ['elab-addition', 'elab-addition', 'elab-addition', 'comparison', 'joint', 'contrast', 'elab-process_step', 'bg-general', 'elab-enumember', 'joint', 'bg-general', 'elab-addition', 'joint', 'elab-addition', 'enablement', 'elab-addition']
preds:  ['e', 'e', 'e', 'b', 'doubles', 'Allowance', 'enablement', 'evaluations', 'joint ', 'e', 'evaluation', 'e', 'enablement', 'e', 'e', 'a']  | target:  ['elab-addition', 'elab-addition', 'elab-addition', 'bg-general', 'joint', 'enablement', 'enablement', 'evaluation', 'joint', 'elab-addition', 'evaluation', 'elab-addition', 'enablement', 'elab-addition', 'elab-addition', 'attribution']
preds:  ['evaluation of', 'joint', 'g', '', 'joint', 'e', 'joint in', 'e', '-', 'e', 'enablement', 'e', 'e', 'e', 'joint is', 'e']  | target:  ['evaluation', 'joint', 'bg-general', 'joint', 'joint', 'elab-addition', 'joint', 'elab-addition', 'bg-general', 'elab-addition', 'enablement', 'elab-addition', 'elab-addition', 'elab-addition', 'joint', 'elab-addition']
preds:  ['b', 'e', 'b', 'e', 'Bg', 'evaluation of', 'b', 'e', 'b', 'e', 'e', 'e', 'e', 'e', 'e', 'e']  | target:  ['bg-general', 'elab-process_step', 'bg-goal', 'elab-addition', 'bg-general', 'evaluation', 'bg-general', 'elab-addition', 'bg-general', 'elab-addition', 'elab-addition', 'elab-addition', 'elab-aspect', 'elab-addition', 'elab-addition', 'elab-addition']
preds:  ['result in', 'joint', 'progression of', 'e', 'e', 'e', 'joint venture', 'evaluation', 'e', 'e', 'e', 'enablement', 'e', 'b', 'enable', 'b']  | target:  ['result', 'joint', 'progression', 'elab-addition', 'elab-addition', 'elab-addition', 'joint', 'evaluation', 'elab-addition', 'elab-addition', 'elab-addition', 'enablement', 'elab-addition', 'bg-general', 'enablement', 'bg-general']
preds:  ['joint ', 'evaluation of', 'enablement', 'a', 'e', 'Evangeli', 'e', 'e', 'e', 'e', 'b', 'joint joint', 'joint joint', '-', 'joint', 'joint is']  | target:  ['joint', 'evaluation', 'enablement', 'enablement', 'elab-addition', 'attribution', 'elab-addition', 'elab-addition', 'enablement', 'elab-addition', 'bg-general', 'joint', 'joint', 'elab-addition', 'joint', 'joint']
preds:  ['Joint Joint', 'b', 'evaluation', 'a', '-', 'e', 'is the', 'joint office', 'b', 'b', 'joints joint', 'e', 'e', 'e', "it'", 'joint']  | target:  ['joint', 'bg-general', 'evaluation', 'attribution', 'manner-means', 'elab-addition', 'attribution', 'joint', 'bg-general', 'bg-general', 'joint', 'elab-addition', 'elab-addition', 'elab-addition', 'manner-means', 'joint']
preds:  ['joint', 'e', 'a', 'a', 'joint', 'a', 'b', '-', 'b', 'is ', 'evaluation of', 'enablement', 'enablement', 'enablement', 'enablement', 'evaluation ']  | target:  ['joint', 'elab-addition', 'attribution', 'attribution', 'joint', 'evaluation', 'bg-general', 'bg-goal', 'bg-general', 'attribution', 'evaluation', 'enablement', 'enablement', 'enablement', 'enablement', 'evaluation']
preds:  ['e', 'e', 'Jointly', 'e', 'e', 'joint ', 'joint ', 'Joints', 'GB', 'e', 'joints', '&', 'e', 'joint ', 'b', 'joint of']  | target:  ['elab-enumember', 'elab-process_step', 'joint', 'elab-addition', 'elab-addition', 'joint', 'joint', 'joint', 'bg-general', 'elab-addition', 'joint', 'joint', 'elab-addition', 'joint', 'bg-general', 'joint']
preds:  ['e', 'a', 'joint', 'e', 'e', 'e', 'evaluation', 'joint', 'evaluation', 'evaluates', 'joints', 'b', 'enable the', 'e', 'e', 'joint venture']  | target:  ['elab-addition', 'result', 'joint', 'elab-addition', 'elab-addition', 'elab-addition', 'evaluation', 'joint', 'evaluation', 'evaluation', 'joint', 'bg-general', 'enablement', 'elab-addition', 'elab-addition', 'joint']
preds:  ['b', 'co-', 'joint', 'b', 'i', 'attribution', 'e', 'enablement', 'e', 'e', 'e', 'joint ', 'e', 'enablement', 'e', 'evaluation of']  | target:  ['bg-goal', 'joint', 'joint', 'bg-goal', 'contrast', 'attribution', 'elab-addition', 'enablement', 'elab-addition', 'elab-addition', 'enablement', 'joint', 'elab-addition', 'enablement', 'elab-addition', 'evaluation']
preds:  ['e', 'joint joint', 'evaluation', 'e', 'e', 'e', 'evaluations', 'joint-', 'e', 'exp-', 'b', 'e', 'e', '&', 'progression of', '–']  | target:  ['elab-addition', 'joint', 'evaluation', 'elab-addition', 'elab-addition', 'elab-addition', 'evaluation', 'joint', 'elab-addition', 'exp-reason', 'bg-general', 'elab-addition', 'elab-addition', 'bg-general', 'progression', 'result']
preds:  ['e', 'enablement', 'joint', 'joint', 'contraste', 'e', 'b', 'joint venture', 'is ', 'e', 'e', 'joint:', 'joint ', 'b', '-', 'b']  | target:  ['elab-addition', 'enablement', 'joint', 'joint', 'contrast', 'elab-addition', 'bg-general', 'joint', 'attribution', 'elab-addition', 'elab-addition', 'joint', 'joint', 'bg-general', 'bg-general', 'bg-general']
preds:  ['co-', 'joint-', 'b', 'e', 'manner-', 'e', 'manner-', 'joint', 'evaluation', 'e', 'e', 'b', 'e', 'e', 'b', 'us to']  | target:  ['joint', 'joint', 'bg-goal', 'elab-addition', 'manner-means', 'elab-addition', 'manner-means', 'joint', 'evaluation', 'elab-addition', 'elab-enumember', 'bg-general', 'elab-addition', 'elab-addition', 'bg-general', 'enablement']
preds:  ['e', 'joint', 'attribution', 'enablement', 'joint venture', 'joint', 'united states', 'a', 'e', '-', 'e', 'joint-', 'g', 'joint practice', 'e', 'enablement']  | target:  ['elab-addition', 'joint', 'attribution', 'enablement', 'joint', 'joint', 'joint', 'enablement', 'elab-addition', 'attribution', 'elab-addition', 'joint', 'bg-general', 'joint', 'elab-addition', 'enablement']
preds:  ['evaluation', 'joint', 'e', '', 'e', 'e', 'e', 'e', 'a', 'e', 'enablement', 'joint venture', 'e', 'joint', 'e', 'joint venture']  | target:  ['evaluation', 'joint', 'elab-addition', 'joint', 'elab-process_step', 'elab-addition', 'elab-addition', 'elab-process_step', 'attribution', 'elab-addition', 'enablement', 'joint', 'elab-addition', 'joint', 'elab-addition', 'joint']
