doc	unit1_toks	unit2_toks	unit1_txt	unit2_txt	perplexity_score	original_unit1_txt	original_unit2_txt	sentiment_score_1	sentiment_score_2	sentiment_graded_agreement	sentiment_agreement	s1_toks	s2_toks	unit1_sent	unit2_sent	dir	nuc_children	sat_children	genre	u1_discontinuous	u2_discontinuous	u1_issent	u2_issent	u1_length	u2_length	length_ratio	u1_speaker	u2_speaker	same_speaker	u1_func	u1_pos	u1_depdir	u2_func	u2_pos	u2_depdir	doclen	u1_position	u2_position	percent_distance	distance	lex_overlap_words	lex_overlap_length	unit1_case	unit2_case	label
maz-16177	86-95	105-112	Der jüngst geplatzte Termin geht jedoch auf das Gewerkschaftskonto .	Sie will heute hohe Tarifforderungen verkünden können ,	768.411376953125	Der jüngst geplatzte Termin geht jedoch auf das Gewerkschaftskonto .	Sie will heute hohe Tarifforderungen verkünden können ,	neutral	neutral	StrongAgree	Agree	86-95	105-121	Der jüngst geplatzte Termin geht jedoch auf das Gewerkschaftskonto .	Sie will heute hohe Tarifforderungen verkünden können , ohne auf die Bündnispartner Rücksicht nehmen zu müssen .	1<2	4	3	news	False	False	True	False	10	8	1.25	none	none	True	root	VVFIN	ROOT	root	VVINF	ROOT	170	0.506	0.618	0.112	2	_	0	cap_initial	cap_initial	reason
maz-11735	98-117	118-127	Erst nach dem 11. September hat man offenbar begriffen , dass nicht jede Geldanlage den Wohlstand der Nationen mehrt .	Die USA präsentierten sogar jüngst eine Liste verdächtiger Gesellschaften .	771.017822265625	Erst nach dem 11. September hat man offenbar begriffen , dass nicht jede Geldanlage den Wohlstand der Nationen mehrt .	Die USA präsentierten sogar jüngst eine Liste verdächtiger Gesellschaften .	neutral	neutral	StrongAgree	Agree	98-117	118-127	Erst nach dem 11. September hat man offenbar begriffen , dass nicht jede Geldanlage den Wohlstand der Nationen mehrt .	Die USA präsentierten sogar jüngst eine Liste verdächtiger Gesellschaften .	1<2	1	1	news	False	False	True	True	20	10	2.0	none	none	True	root	VVPP	ROOT	root	VVFIN	ROOT	177	0.554	0.667	0.113	1	_	0	cap_initial	cap_initial	evidence
maz-3277	148-157	158-171	Besonders die Älteren dürften sauer reagieren auf das Aus .	Was nützt ihnen die Verlagerung an einen neuen Standort mit den längeren Öffnungszeiten ,	774.2526397705078	Besonders die Älteren dürften sauer reagieren auf das Aus .	Was nützt ihnen die Verlagerung an einen neuen Standort mit den längeren Öffnungszeiten ,	neutral	neutral	StrongAgree	Agree	148-157	158-178	Besonders die Älteren dürften sauer reagieren auf das Aus .	Was nützt ihnen die Verlagerung an einen neuen Standort mit den längeren Öffnungszeiten , wenn sie schlecht zu Fuß sind ?	1<2	1	1	news	False	False	True	False	10	14	0.714	none	none	True	root	VVINF	ROOT	root	VVFIN	ROOT	202	0.733	0.782	0.05	1	_	0	cap_initial	cap_initial	evidence
maz-11279	14-24	25-33	Damals brauchte man nach dem Konkurs der ersten Betreibergesellschaft Monate ,	bis man mit Artemedia einen Nachfolger gefunden hatte .	774.6235046386719	Damals brauchte man nach dem Konkurs der ersten Betreibergesellschaft Monate ,	bis man mit Artemedia einen Nachfolger gefunden hatte .	neutral	neutral	StrongAgree	Agree	14-33	14-33	Damals brauchte man nach dem Konkurs der ersten Betreibergesellschaft Monate , bis man mit Artemedia einen Nachfolger gefunden hatte .	Damals brauchte man nach dem Konkurs der ersten Betreibergesellschaft Monate , bis man mit Artemedia einen Nachfolger gefunden hatte .	1<2	2	0	news	False	False	False	False	11	9	1.222	none	none	True	root	VVFIN	ROOT	advcl	VVPP	LEFT	201	0.07	0.124	0.055	1	_	0	cap_initial	other	circumstance
maz-14590	115-120	121-128	hätte man beide bedenken müssen .	Zumal sie in herzlicher Feindschaft verbunden sind .	774.6402359008789	hätte man beide bedenken müssen .	Zumal sie in herzlicher Feindschaft verbunden sind .	negative	neutral	Agree	Disagree	106-120	121-128	Wenn der Preis schon nach Rheinsberg gehen soll , hätte man beide bedenken müssen .	Zumal sie in herzlicher Feindschaft verbunden sind .	1<2	4	0	news	False	False	False	True	6	8	0.75	none	none	True	root	VVINF	ROOT	root	VVPP	ROOT	147	0.782	0.823	0.041	1	_	0	other	cap_initial	reason
maz-8288	158-166	167-174	wenn er denn überhaupt kommt , der Aufschwung ,	den havelländische Firmen vom A_2-Zubringer abhängig machen .	776.0851440429688	wenn er denn überhaupt kommt , der Aufschwung ,	den havelländische Firmen vom A_2-Zubringer abhängig machen .	neutral	neutral	StrongAgree	Agree	147-174	147-174	Dafür könnte die Region vom Wirtschaftsstandort Premnitz/Rathenow mit Arbeitsplätzen profitieren - wenn er denn überhaupt kommt , der Aufschwung , den havelländische Firmen vom A_2-Zubringer abhängig machen .	Dafür könnte die Region vom Wirtschaftsstandort Premnitz/Rathenow mit Arbeitsplätzen profitieren - wenn er denn überhaupt kommt , der Aufschwung , den havelländische Firmen vom A_2-Zubringer abhängig machen .	1<2	1	0	news	False	False	False	False	9	8	1.125	none	none	True	advcl	VVFIN	LEFT	acl	VVFIN	LEFT	174	0.908	0.96	0.052	1	_	0	title	other	e-elaboration
maz-17539	136-143	144-160	Wer fest entschlossen zurück zur Natur will ,	hat jetzt auch das Schicksal von Menschen zu verantworten , deren Arbeitsplätze er dafür gleichzeitig opfert .	776.1153869628906	Wer fest entschlossen zurück zur Natur will ,	hat jetzt auch das Schicksal von Menschen zu verantworten , deren Arbeitsplätze er dafür gleichzeitig opfert .	neutral	neutral	StrongAgree	Agree	136-160	136-160	Wer fest entschlossen zurück zur Natur will , hat jetzt auch das Schicksal von Menschen zu verantworten , deren Arbeitsplätze er dafür gleichzeitig opfert .	Wer fest entschlossen zurück zur Natur will , hat jetzt auch das Schicksal von Menschen zu verantworten , deren Arbeitsplätze er dafür gleichzeitig opfert .	1>2	1	0	news	False	False	False	False	8	17	0.471	none	none	True	advmod	ADJD	RIGHT	root	VVINF	ROOT	177	0.768	0.814	0.045	1	_	0	cap_initial	other	condition
maz-3080	145-153	177-191	Gut , dass inzwischen wieder länger nachgedacht wird .	Denn nur so , mit Beharrlichkeit , werden falsche Bilder in den Köpfen zurechtgerückt .	777.1522598266602	Gut , dass inzwischen wieder länger nachgedacht wird .	Denn nur so , mit Beharrlichkeit , werden falsche Bilder in den Köpfen zurechtgerückt .	positive	neutral	Agree	Disagree	145-153	177-191	Gut , dass inzwischen wieder länger nachgedacht wird .	Denn nur so , mit Beharrlichkeit , werden falsche Bilder in den Köpfen zurechtgerückt .	1<2	3	0	news	False	False	True	True	9	15	0.6	none	none	True	root	ADJD	ROOT	root	VVPP	ROOT	191	0.759	0.927	0.168	3	_	0	cap_initial	cap_initial	evidence
maz-1818	98-121	122-125	Wer in einem Parteitagsantrag feststellt , dass der international operierende Terrorismus allein mit " innerem Frieden und gesellschaftlichem Ausgleich " bekämpft werden kann ,	ist entweder grenzenlos naiv	777.6561889648438	Wer in einem Parteitagsantrag feststellt , dass der international operierende Terrorismus allein mit " innerem Frieden und gesellschaftlichem Ausgleich " bekämpft werden kann ,	ist entweder grenzenlos naiv	neutral	negative	Agree	Disagree	98-132	98-132	Wer in einem Parteitagsantrag feststellt , dass der international operierende Terrorismus allein mit " innerem Frieden und gesellschaftlichem Ausgleich " bekämpft werden kann , ist entweder grenzenlos naiv oder nimmt sich selbst nicht ernst .	Wer in einem Parteitagsantrag feststellt , dass der international operierende Terrorismus allein mit " innerem Frieden und gesellschaftlichem Ausgleich " bekämpft werden kann , ist entweder grenzenlos naiv oder nimmt sich selbst nicht ernst .	1>2	2	0	news	False	False	False	False	24	4	6.0	none	none	True	csubj	VVFIN	RIGHT	root	ADJD	ROOT	153	0.641	0.797	0.157	1	_	0	cap_initial	other	condition
maz-3110	3-23	49-54	Dass die " Platte " nicht so schlecht ist wie ihr Ruf , hat ja schon das Zentrum Ost bewiesen .	30 Jahre zählt das Neubauwohngebiet ,	780.1882171630859	Dass die " Platte " nicht so schlecht ist wie ihr Ruf , hat ja schon das Zentrum Ost bewiesen .	30 Jahre zählt das Neubauwohngebiet ,	neutral	neutral	StrongAgree	Agree	3-23	49-65	Dass die " Platte " nicht so schlecht ist wie ihr Ruf , hat ja schon das Zentrum Ost bewiesen .	30 Jahre zählt das Neubauwohngebiet , und etwa jeder dritte Kiewitter ist von Anfang an dabei .	1>2	3	1	news	False	False	True	False	21	6	3.5	none	none	True	root	VVPP	ROOT	root	VVFIN	ROOT	206	0.015	0.238	0.223	3	_	0	cap_initial	other	background
maz-14055	3-10	11-23	Man muss über keine großen Prognosequalitäten verfügen ,	um heute schon vorauszusagen , wer den Wahlspot der CDU ausfüllen wird :	781.5067596435547	Man muss über keine großen Prognosequalitäten verfügen ,	um heute schon vorauszusagen , wer den Wahlspot der CDU ausfüllen wird :	neutral	neutral	StrongAgree	Agree	3-23	3-23	Man muss über keine großen Prognosequalitäten verfügen , um heute schon vorauszusagen , wer den Wahlspot der CDU ausfüllen wird :	Man muss über keine großen Prognosequalitäten verfügen , um heute schon vorauszusagen , wer den Wahlspot der CDU ausfüllen wird :	1>2	1	0	news	False	False	False	False	8	13	0.615	none	none	True	root	VVINF	ROOT	advcl	VVIZU	LEFT	178	0.017	0.062	0.045	1	_	0	cap_initial	other	means
maz-19442	83-90	91-95	sollte versuchen , dummen Knallfröschen das Wasser abzugraben	und seinen Briefkasten trockenzulegen .	781.8740539550781	sollte versuchen , dummen Knallfröschen das Wasser abzugraben	und seinen Briefkasten trockenzulegen .	neutral	neutral	StrongAgree	Agree	74-95	74-95	Wer sich den Gang zur Polizei ersparen will , sollte versuchen , dummen Knallfröschen das Wasser abzugraben und seinen Briefkasten trockenzulegen .	Wer sich den Gang zur Polizei ersparen will , sollte versuchen , dummen Knallfröschen das Wasser abzugraben und seinen Briefkasten trockenzulegen .	1<2	5	0	news	False	False	False	False	8	5	1.6	none	none	True	root	VVINF	ROOT	conj	VVIZU	LEFT	190	0.437	0.479	0.042	1	_	0	other	other	conjunction
maz-18945	57-72	177-184	Nur bei unseren Behördern vermisst man das " Kommt gut nach Hause ! " leider -	Für die Verkehrsplaner zählen Menschenleben offenbar nur ,	783.7513427734375	Nur bei unseren Behördern vermisst man das " Kommt gut nach Hause ! " leider -	Für die Verkehrsplaner zählen Menschenleben offenbar nur ,	positive	neutral	Agree	Disagree	57-80	177-191	Nur bei unseren Behördern vermisst man das " Kommt gut nach Hause ! " leider - sofern man mit dem Fahrrad unterwegs ist .	Für die Verkehrsplaner zählen Menschenleben offenbar nur , wenn sie in einer Blechkiste sitzen .	1>2	5	1	news	False	False	False	False	16	8	2.0	none	none	True	root	VVFIN	ROOT	root	VVFIN	ROOT	200	0.285	0.885	0.6	9	_	0	cap_initial	cap_initial	interpretation
maz-14055	80-83	84-94	den verschärften Konjunktureinbruch ,	den noch vor einem Jahr kein Wirtschaftsinstitut so vorausgesehen hatte .	783.9997253417969	den verschärften Konjunktureinbruch ,	den noch vor einem Jahr kein Wirtschaftsinstitut so vorausgesehen hatte .	neutral	neutral	StrongAgree	Agree	63-94	63-94	Gewiss können der Kanzler und seine Minister die Verunsicherung der Verbraucher seit dem 11. September anführen , den verschärften Konjunktureinbruch , den noch vor einem Jahr kein Wirtschaftsinstitut so vorausgesehen hatte .	Gewiss können der Kanzler und seine Minister die Verunsicherung der Verbraucher seit dem 11. September anführen , den verschärften Konjunktureinbruch , den noch vor einem Jahr kein Wirtschaftsinstitut so vorausgesehen hatte .	1<2	1	0	news	False	False	False	False	4	11	0.364	none	none	True	appos	NN	LEFT	acl	VVPP	LEFT	178	0.449	0.472	0.022	1	_	0	other	other	e-elaboration
maz-18750	145-151	152-158	damit man nicht verpasst zu helfen ,	wenn sich die Gelegenheit dazu bietet .	784.4450416564941	damit man nicht verpasst zu helfen ,	wenn sich die Gelegenheit dazu bietet .	negative	neutral	Agree	Disagree	138-158	138-158	Vielleicht halten solche Gedanken auch wach , damit man nicht verpasst zu helfen , wenn sich die Gelegenheit dazu bietet .	Vielleicht halten solche Gedanken auch wach , damit man nicht verpasst zu helfen , wenn sich die Gelegenheit dazu bietet .	1<2	2	0	news	False	False	False	False	7	7	1.0	none	none	True	advcl	VVFIN	LEFT	advcl	VVFIN	LEFT	188	0.771	0.809	0.037	1	_	0	other	other	condition
maz-10207	58-68	69-78	Lediglich in Pritzwalk hatte die Möglichkeit eines zweiten Wahlgangs bestanden ,	sie schien angesichts dreier Kandidaten auch nicht unbedingt unwahrscheinlich .	787.6932792663574	Lediglich in Pritzwalk hatte die Möglichkeit eines zweiten Wahlgangs bestanden ,	sie schien angesichts dreier Kandidaten auch nicht unbedingt unwahrscheinlich .	neutral	neutral	StrongAgree	Agree	58-78	58-78	Lediglich in Pritzwalk hatte die Möglichkeit eines zweiten Wahlgangs bestanden , sie schien angesichts dreier Kandidaten auch nicht unbedingt unwahrscheinlich .	Lediglich in Pritzwalk hatte die Möglichkeit eines zweiten Wahlgangs bestanden , sie schien angesichts dreier Kandidaten auch nicht unbedingt unwahrscheinlich .	1<2	1	0	news	False	False	False	False	11	10	1.1	none	none	True	root	VVPP	ROOT	parataxis	VVFIN	LEFT	192	0.302	0.359	0.057	1	_	0	cap_initial	other	e-elaboration
maz-11279	147-153	167-179	Ein Unterschied zu 1999 aber besteht .	Nun muss der CDU-Wirtschaftsminister regeln , was seine heutigen Koalitionspartner einst einbrockten :	791.4273071289062	Ein Unterschied zu 1999 aber besteht .	Nun muss der CDU-Wirtschaftsminister regeln , was seine heutigen Koalitionspartner einst einbrockten :	neutral	neutral	StrongAgree	Agree	147-153	167-179	Ein Unterschied zu 1999 aber besteht .	Nun muss der CDU-Wirtschaftsminister regeln , was seine heutigen Koalitionspartner einst einbrockten :	1>2	3	0	news	False	False	True	True	7	13	0.538	none	none	True	root	VVFIN	ROOT	root	VVINF	ROOT	201	0.731	0.831	0.1	2	_	0	cap_initial	cap_initial	preparation
maz-13758	21-28	29-35	handelt es sich doch um ein Gemeinschaftswerk ,	an dem die Einwohner mitgewirkt haben .	792.690788269043	handelt es sich doch um ein Gemeinschaftswerk ,	an dem die Einwohner mitgewirkt haben .	neutral	neutral	StrongAgree	Agree	14-35	14-35	Das war auch kaum zu erwarten , handelt es sich doch um ein Gemeinschaftswerk , an dem die Einwohner mitgewirkt haben .	Das war auch kaum zu erwarten , handelt es sich doch um ein Gemeinschaftswerk , an dem die Einwohner mitgewirkt haben .	1<2	1	0	news	False	False	False	False	8	7	1.143	none	none	True	conj	VVFIN	LEFT	acl	VVPP	LEFT	198	0.106	0.146	0.04	1	_	0	other	other	e-elaboration
maz-17539	16-49	124-135	In ihrer letzten Sitzung vor der Eingemeindung nach Stahnsdorf stehen sie heute vor der Gewissensfrage , sich zum Ausgliederungsverfahren für das Gewerbegebiet im Priesterweg aus dem Landschaftsschutzgebiet " Parforceheide " positionieren zu müssen .	sollte den Güterfelder Gemeindevertretern bei ihrer heutigen Entscheidung eines klar sein :	792.7607269287109	In ihrer letzten Sitzung vor der Eingemeindung nach Stahnsdorf stehen sie heute vor der Gewissensfrage , sich zum Ausgliederungsverfahren für das Gewerbegebiet im Priesterweg aus dem Landschaftsschutzgebiet " Parforceheide " positionieren zu müssen .	sollte den Güterfelder Gemeindevertretern bei ihrer heutigen Entscheidung eines klar sein :	neutral	neutral	StrongAgree	Agree	16-49	110-135	In ihrer letzten Sitzung vor der Eingemeindung nach Stahnsdorf stehen sie heute vor der Gewissensfrage , sich zum Ausgliederungsverfahren für das Gewerbegebiet im Priesterweg aus dem Landschaftsschutzgebiet " Parforceheide " positionieren zu müssen .	Trotz der rechtlichen Verfehlungen , die dem Marktbetreiber Jürgen Wache sicher vorzuwerfen sind , sollte den Güterfelder Gemeindevertretern bei ihrer heutigen Entscheidung eines klar sein :	1>2	5	2	news	False	False	True	False	34	12	2.833	none	none	True	root	VVFIN	ROOT	root	ADJD	ROOT	177	0.09	0.701	0.61	8	_	0	cap_initial	other	background
maz-2669	168-177	178-184	Der Bürgermeister hat aus einer Mücke einen Elefanten gemacht -	und ihn in den Porzellanladen gejagt .	796.3961791992188	Der Bürgermeister hat aus einer Mücke einen Elefanten gemacht -	und ihn in den Porzellanladen gejagt .	neutral	neutral	StrongAgree	Agree	168-184	168-184	Der Bürgermeister hat aus einer Mücke einen Elefanten gemacht - und ihn in den Porzellanladen gejagt .	Der Bürgermeister hat aus einer Mücke einen Elefanten gemacht - und ihn in den Porzellanladen gejagt .	1<2	2	0	news	False	False	False	False	10	7	1.429	none	none	True	root	VVPP	ROOT	conj	VVPP	LEFT	184	0.913	0.967	0.054	1	_	0	cap_initial	other	conjunction
maz-12666	33-38	39-52	Ein neuer Investor muss her ,	und den hatte Kadatz am Mittwochabend in der Stadtverordnetenversammlung parat - die Lielje-Gruppe .	801.18603515625	Ein neuer Investor muss her ,	und den hatte Kadatz am Mittwochabend in der Stadtverordnetenversammlung parat - die Lielje-Gruppe .	neutral	neutral	StrongAgree	Agree	33-52	33-52	Ein neuer Investor muss her , und den hatte Kadatz am Mittwochabend in der Stadtverordnetenversammlung parat - die Lielje-Gruppe .	Ein neuer Investor muss her , und den hatte Kadatz am Mittwochabend in der Stadtverordnetenversammlung parat - die Lielje-Gruppe .	1<2	3	0	news	False	False	False	False	6	14	0.429	none	none	True	aux	VMFIN	RIGHT	root	ADJD	ROOT	202	0.163	0.193	0.03	1	_	0	cap_initial	other	conjunction
maz-10175	139-143	175-193	dann wäre nichts gewonnen .	Das Problem der Amerikaner ist es nun , die Nordallianz zu bremsen und deren alleinige Machtübernahme zu verhindern .	801.5114440917969	dann wäre nichts gewonnen .	Das Problem der Amerikaner ist es nun , die Nordallianz zu bremsen und deren alleinige Machtübernahme zu verhindern .	neutral	neutral	StrongAgree	Agree	130-143	175-193	Sollte die Nordallianz sich als Herrscher Afghanistans gebärden , dann wäre nichts gewonnen .	Das Problem der Amerikaner ist es nun , die Nordallianz zu bremsen und deren alleinige Machtübernahme zu verhindern .	1>2	2	2	news	False	False	False	True	5	19	0.263	none	none	True	root	VVPP	ROOT	root	NN	ROOT	207	0.671	0.845	0.174	3	_	0	other	cap_initial	reason
maz-10175	130-138	139-143	Sollte die Nordallianz sich als Herrscher Afghanistans gebärden ,	dann wäre nichts gewonnen .	804.7393951416016	Sollte die Nordallianz sich als Herrscher Afghanistans gebärden ,	dann wäre nichts gewonnen .	neutral	neutral	StrongAgree	Agree	130-143	130-143	Sollte die Nordallianz sich als Herrscher Afghanistans gebärden , dann wäre nichts gewonnen .	Sollte die Nordallianz sich als Herrscher Afghanistans gebärden , dann wäre nichts gewonnen .	1>2	2	0	news	False	False	False	False	9	5	1.8	none	none	True	advcl	VVINF	RIGHT	root	VVPP	ROOT	207	0.628	0.671	0.043	1	_	0	cap_initial	other	condition
maz-15209	146-151	160-163	Die Berufstätigen forderten bessere Bahnanschlüsse :	Daraufhin schimpften Eltern ,	805.514404296875	Die Berufstätigen forderten bessere Bahnanschlüsse :	Daraufhin schimpften Eltern ,	neutral	neutral	StrongAgree	Agree	146-151	160-174	Die Berufstätigen forderten bessere Bahnanschlüsse :	Daraufhin schimpften Eltern , weil ihre Kinder dadurch zu lange vor Schulbeginn warten müssen .	1<2	3	2	news	False	False	True	False	6	4	1.5	none	none	True	root	VVFIN	ROOT	root	VVFIN	ROOT	193	0.756	0.829	0.073	2	_	0	cap_initial	cap_initial	sequence
maz-18454	165-171	172-179	Zühlke bietet einen jährlichen Wechsel an -	ein Schnitt , der Frieden bringen könnte .	805.6522674560547	Zühlke bietet einen jährlichen Wechsel an -	ein Schnitt , der Frieden bringen könnte .	neutral	neutral	StrongAgree	Agree	165-179	165-179	Zühlke bietet einen jährlichen Wechsel an - ein Schnitt , der Frieden bringen könnte .	Zühlke bietet einen jährlichen Wechsel an - ein Schnitt , der Frieden bringen könnte .	1<2	1	0	news	False	False	False	False	7	8	0.875	none	none	True	root	VVFIN	ROOT	obj	NN	LEFT	224	0.737	0.768	0.031	1	_	0	cap_initial	other	evaluation-s
maz-17242	153-161	175-178	Da wird der Surfer auf " Scherze " gelenkt	Oder zu zittern ,	805.6571044921875	Da wird der Surfer auf " Scherze " gelenkt	Oder zu zittern ,	neutral	neutral	StrongAgree	Agree	153-174	175-186	Da wird der Surfer auf " Scherze " gelenkt und hat dann je nach Lust und Laune auch was zu lachen .	Oder zu zittern , denn ein schnatterndes Gebiss ist immer dabei .	1<2	3	2	news	False	False	False	False	9	4	2.25	none	none	True	root	VVPP	ROOT	root	ADJD	ROOT	194	0.789	0.902	0.113	2	_	0	cap_initial	cap_initial	elaboration
maz-3080	145-153	154-164	Gut , dass inzwischen wieder länger nachgedacht wird .	Gut , dass Veranstaltungen wie die Interkulturelle Woche in Ludwigsfelde weitergeführt	806.6115951538086	Gut , dass inzwischen wieder länger nachgedacht wird .	Gut , dass Veranstaltungen wie die Interkulturelle Woche in Ludwigsfelde weitergeführt	positive	neutral	Agree	Disagree	145-153	154-176	Gut , dass inzwischen wieder länger nachgedacht wird .	Gut , dass Veranstaltungen wie die Interkulturelle Woche in Ludwigsfelde weitergeführt und als Forum der Verständigung für Deutsche und Ausländer genutzt werden .	1<2	3	1	news	False	False	True	False	9	11	0.818	none	none	True	root	ADJD	ROOT	root	ADJD	ROOT	191	0.759	0.806	0.047	1	Gut	1	cap_initial	cap_initial	list
maz-17698	3-17	18-22	Amerikaner würden sich bei dieser Frage wahrscheinlich auf den Boden werfen und lauthals lachen :	Rauchen in einer Stadthalle ,	808.1222229003906	Amerikaner würden sich bei dieser Frage wahrscheinlich auf den Boden werfen und lauthals lachen :	Rauchen in einer Stadthalle ,	neutral	negative	Agree	Disagree	3-17	18-38	Amerikaner würden sich bei dieser Frage wahrscheinlich auf den Boden werfen und lauthals lachen :	Rauchen in einer Stadthalle , in der die meiste Zeit über Kinder und Jugendliche Sport treiben und dabei kräftig atmen ?	1<2	1	1	news	False	False	True	False	15	5	3.0	none	none	True	root	VVINF	ROOT	root	VVINF	ROOT	205	0.015	0.088	0.073	1	_	0	cap_initial	title	joint
maz-7967	40-47	54-59	Tatsächlich haben sich Anlieger in die Materie eingearbeitet	So auf die unterschiedlichen Grundstücksfluchten .	808.5076637268066	Tatsächlich haben sich Anlieger in die Materie eingearbeitet	So auf die unterschiedlichen Grundstücksfluchten .	neutral	neutral	StrongAgree	Agree	40-53	54-59	Tatsächlich haben sich Anlieger in die Materie eingearbeitet und auf konkrete Probleme hingewiesen .	So auf die unterschiedlichen Grundstücksfluchten .	1<2	2	0	news	False	False	False	True	8	6	1.333	none	none	True	root	VVPP	ROOT	root	NN	ROOT	183	0.219	0.295	0.077	2	_	0	cap_initial	cap_initial	e-elaboration
maz-17539	84-95	101-109	Es wird auch die Zukunft der anderen Betriebe zu bewerten sein ,	aber seinerzeit auch nicht durch einen Bauantrag auffielen .	815.1643981933594	Es wird auch die Zukunft der anderen Betriebe zu bewerten sein ,	aber seinerzeit auch nicht durch einen Bauantrag auffielen .	neutral	neutral	StrongAgree	Agree	84-109	84-109	Es wird auch die Zukunft der anderen Betriebe zu bewerten sein , die keine Nutzungsuntersagung erhielten , aber seinerzeit auch nicht durch einen Bauantrag auffielen .	Es wird auch die Zukunft der anderen Betriebe zu bewerten sein , die keine Nutzungsuntersagung erhielten , aber seinerzeit auch nicht durch einen Bauantrag auffielen .	1<2	1	1	news	False	False	False	False	12	9	1.333	none	none	True	root	VVINF	ROOT	conj	VVFIN	LEFT	177	0.475	0.571	0.096	2	_	0	cap_initial	other	e-elaboration
maz-9521	155-161	162-170	Nur das Opferlamm schmiss seine Rolle .	Der Noch-Beigeordnete reichte das Manuskript seiner Haushaltsrede aus .	816.7843933105469	Nur das Opferlamm schmiss seine Rolle .	Der Noch-Beigeordnete reichte das Manuskript seiner Haushaltsrede aus .	neutral	neutral	StrongAgree	Agree	155-161	162-170	Nur das Opferlamm schmiss seine Rolle .	Der Noch-Beigeordnete reichte das Manuskript seiner Haushaltsrede aus .	1>2	2	0	news	False	False	True	True	7	9	0.778	none	none	True	root	VVFIN	ROOT	root	VVFIN	ROOT	189	0.82	0.857	0.037	1	_	0	cap_initial	cap_initial	interpretation
maz-10423	92-96	97-120	Schön für die Freizeitsportler ,	aber für die Elstaler heißt das , sie müssen vorerst weiterhin damit leben , dass Autos durch ihre unter Denkmalschutz stehende Ortsmitte brausen .	818.0712280273438	Schön für die Freizeitsportler ,	aber für die Elstaler heißt das , sie müssen vorerst weiterhin damit leben , dass Autos durch ihre unter Denkmalschutz stehende Ortsmitte brausen .	positive	neutral	Agree	Disagree	92-120	92-120	Schön für die Freizeitsportler , aber für die Elstaler heißt das , sie müssen vorerst weiterhin damit leben , dass Autos durch ihre unter Denkmalschutz stehende Ortsmitte brausen .	Schön für die Freizeitsportler , aber für die Elstaler heißt das , sie müssen vorerst weiterhin damit leben , dass Autos durch ihre unter Denkmalschutz stehende Ortsmitte brausen .	1>2	6	0	news	False	False	False	False	5	24	0.208	none	none	True	root	ADJD	ROOT	conj	VVFIN	LEFT	189	0.487	0.513	0.026	1	_	0	title	other	concession
maz-12576	73-75	76-107	Und nun ?	Nun erheben sich erste Stimmen , die fordern , man möge doch bitteschön mal klar sagen , weshalb man Frau Stewin für nicht mehr tragbar hält , die Stadt zu verwalten .	818.6087875366211	Und nun ?	Nun erheben sich erste Stimmen , die fordern , man möge doch bitteschön mal klar sagen , weshalb man Frau Stewin für nicht mehr tragbar hält , die Stadt zu verwalten .	neutral	neutral	StrongAgree	Agree	73-75	76-107	Und nun ?	Nun erheben sich erste Stimmen , die fordern , man möge doch bitteschön mal klar sagen , weshalb man Frau Stewin für nicht mehr tragbar hält , die Stadt zu verwalten .	1>2	2	0	news	False	False	True	True	3	32	0.094	none	none	True	root	ADV	ROOT	root	VVFIN	ROOT	190	0.384	0.4	0.016	1	_	0	cap_initial	cap_initial	preparation
maz-9612	91-96	140-148	Alle werden es nicht sein ,	angeregt und unterstützt allerdings auch nur von Einzelpersonen .	818.8723907470703	Alle werden es nicht sein ,	angeregt und unterstützt allerdings auch nur von Einzelpersonen .	negative	positive	StrongDisagree	Disagree	91-124	133-148	Alle werden es nicht sein , denn es liegt auf der Hand , dass sich auch wenigstens Teile des ehemaligen Kreises Kyritz darüber Gedanken machen müssen , wie sie mit den Überfliegern klarkommen .	Spät werden jetzt vereinzelt Proteste laut , angeregt und unterstützt allerdings auch nur von Einzelpersonen .	1<2	3	2	news	False	False	False	False	6	9	0.667	none	none	True	root	PTKNEG	ROOT	conj	VVPP	LEFT	186	0.489	0.753	0.263	4	_	0	title	other	cause
maz-18912	40-47	53-67	Bloß den Titel wollte man nicht übernehmen ,	Der Westleser bekam das Buch schließlich als " Der Sturz des Engels " serviert .	819.5732269287109	Bloß den Titel wollte man nicht übernehmen ,	Der Westleser bekam das Buch schließlich als " Der Sturz des Engels " serviert .	neutral	neutral	StrongAgree	Agree	40-52	53-67	Bloß den Titel wollte man nicht übernehmen , der sei zu sperrig .	Der Westleser bekam das Buch schließlich als " Der Sturz des Engels " serviert .	1>2	1	1	news	False	False	False	True	8	15	0.533	none	none	True	root	VVINF	ROOT	root	VVFIN	ROOT	205	0.195	0.259	0.063	2	_	0	cap_initial	cap_initial	cause
